domain	module	docPath	entryPath	moduleEnv	exportName	exportType	params	returns	exportEnv	sideEffects	notes
core	simple-global-events	docs/当前文档/模块文档/core/simple-global-events.md	AD21_JS_Project/src/core/simple-global-events.js	AD	btnSaveLogClick	Function	Sender:Object	void	AD	flush日志/UI提示	按钮事件
core	simple-global-events	docs/当前文档/模块文档/core/simple-global-events.md	AD21_JS_Project/src/core/simple-global-events.js	AD	InitializeSimpleLoggerUI	Function	-	void	AD	配置SimpleLoggerIndex	初始化UI日志配置
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapper	Function	options?:Object	wrapper:Object	Both	注册到window/module.exports/global	导出构造函数（返回BasePCBWrapper实例扩展）
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapper.create	Function	options?:Object	wrapper:Object	Both	创建wrapper并可能init	-
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapper.getDefaultMockData	Function	-	Object	Both	无	返回默认Mock数据
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getCenterX/setCenterX	Function	- / value:number	number/void	Both	读写原生对象或Mock数据	set* 内部调用 `_markDirty`（基类未实现，见“已知问题”）
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getCenterY/setCenterY	Function	- / value:number	number/void	Both	读写属性	同上
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getRadius/setRadius	Function	- / value:number	number/void	Both	读写属性	-
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getStartAngle/setStartAngle	Function	- / value:number	number/void	Both	读写属性	-
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getEndAngle/setEndAngle	Function	- / value:number	number/void	Both	读写属性	-
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getLineWidth/setLineWidth	Function	- / value:number	number/void	Both	读写属性	-
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getLayer/setLayer	Function	- / value:any	any/void	Both	读写属性	-
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.rotateAroundXY	Function	centerX:number,centerY:number,angle:number	void	Both	可能调用原生RotateAroundXY并刷新属性	高优先级API
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getState_StrictHitTest	Function	x:number,y:number	boolean	Both	可能调用原生GetState_StrictHitTest	高优先级API（降级到几何检测）
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getStartPoint/getEndPoint	Function	-	Object	Both	无	依赖GeometryCalculator（若存在）
pcb	ArcWrapper	docs/当前文档/模块文档/pcb/ArcWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/wrappers/ArcWrapper.js	Both	ArcWrapperInstance.getArcLength/getBoundingBox	Function	-	number/Object	Both	无	依赖GeometryCalculator（若存在）
pcb	BasePCBWrapper	docs/当前文档/模块文档/pcb/BasePCBWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/core/BasePCBWrapper.js	AD	BasePCBWrapper	Object	-	-	AD	注册到window	仅 `window.BasePCBWrapper`，无 module.exports/global
pcb	BasePCBWrapper	docs/当前文档/模块文档/pcb/BasePCBWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/core/BasePCBWrapper.js	AD	create	Function	userOptions?:Object	instance:Object	AD	可能autoInit；读/写原生对象属性	创建封装实例（返回含init/run/destroy与属性访问API）
pcb	BasePCBWrapper	docs/当前文档/模块文档/pcb/BasePCBWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/core/BasePCBWrapper.js	AD	init	Function	instance:Object	boolean	AD	校验nativeObject（非Mock）；一次性提取属性缓存	初始化实例并可触发Hook
pcb	BasePCBWrapper	docs/当前文档/模块文档/pcb/BasePCBWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/core/BasePCBWrapper.js	AD	run	Function	instance:Object	Object|null	AD	执行_executeMainLogic（默认无副作用）	默认实现仅返回成功结果
pcb	BasePCBWrapper	docs/当前文档/模块文档/pcb/BasePCBWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/core/BasePCBWrapper.js	AD	destroy	Function	instance:Object	boolean	AD	必要时syncToNative；清理缓存/Hook/原生引用	销毁实例
pcb	BasePCBWrapper	docs/当前文档/模块文档/pcb/BasePCBWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/core/BasePCBWrapper.js	AD	version	String	-	string	AD	无	模块版本（源码：`2.0.0`）
pcb	BasePCBWrapper	docs/当前文档/模块文档/pcb/BasePCBWrapper.md	AD21_JS_Project/src/modules/pcb-interfaces/core/BasePCBWrapper.js	AD	defaultOptions	Object	-	Object	AD	无	默认配置（enableCache/enableDirectAccess/syncMode等）
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	GeometryCalculator	Object	-	-	AD	注册到window	仅 `window.GeometryCalculator`，无 module.exports/global
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateDistance	Function	x1:number,y1:number,x2:number,y2:number	number	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateAngle	Function	x1:number,y1:number,x2:number,y2:number	number	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateMidPoint	Function	x1:number,y1:number,x2:number,y2:number	Object	AD	console输出	返回 `{x,y}`
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	polarToCartesian	Function	centerX:number,centerY:number,radius:number,angle:number	Object	AD	console输出	返回 `{x,y}`
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateArcLength	Function	radius:number,startAngle:number,endAngle:number	number	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateCircleBoundingBox	Function	centerX:number,centerY:number,radius:number	Object	AD	console输出	返回 `{x1,y1,x2,y2}`
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateRectBoundingBox	Function	x:number,y:number,width:number,height:number	Object	AD	console输出	返回 `{x1,y1,x2,y2}`
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateTrackBoundingBox	Function	x1:number,y1:number,x2:number,y2:number,width:number	Object	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateCircleArea	Function	radius:number	number	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculatePadArea	Function	sizeX:number,sizeY:number,shape:string	number	AD	console输出	shape支持Rect/Round/Octagonal/RoundedRect
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	isPointInCircle	Function	x:number,y:number,centerX:number,centerY:number,radius:number	boolean	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	isPointOnLine	Function	x:number,y:number,x1:number,y1:number,x2:number,y2:number,tolerance:number	boolean	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	isPointOnArc	Function	x:number,y:number,centerX:number,centerY:number,radius:number,startAngle:number,endAngle:number,tolerance:number	boolean	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	isPointInPad	Function	x:number,y:number,padX:number,padY:number,sizeX:number,sizeY:number,shape:string,rotation:number	boolean	AD	console输出	包含旋转处理
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	rotatePoint	Function	x:number,y:number,centerX:number,centerY:number,angle:number	Object	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	extendLine	Function	x1:number,y1:number,x2:number,y2:number,extension:number	Object	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	doBoundingBoxesIntersect	Function	box1:Object,box2:Object	boolean	AD	console输出	-
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateTrackResistance	Function	length:number,width:number,thickness:number	number	AD	console输出	简化模型
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateTrackCapacitance	Function	length:number,width:number,layer:Object	number	AD	console输出	简化模型
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateTrackImpedance	Function	width:number,thickness:number,layer:Object	number	AD	console输出	简化模型
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateViaResistance	Function	size:number,holeSize:number,startLayer:Object,endLayer:Object	number	AD	console输出	简化模型
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateViaCapacitance	Function	size:number,holeSize:number,startLayer:Object,endLayer:Object	number	AD	console输出	简化模型
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateViaInductance	Function	size:number,holeSize:number,startLayer:Object,endLayer:Object	number	AD	console输出	简化模型
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateViaImpedance	Function	size:number,holeSize:number	number	AD	console输出	简化模型
pcb	GeometryCalculator	docs/当前文档/模块文档/pcb/GeometryCalculator.md	AD21_JS_Project/src/modules/pcb-interfaces/calculators/GeometryCalculator.js	AD	calculateViaAspectRatio	Function	startLayer:Object,endLayer:Object,holeSize:number	number	AD	console输出	简化模型
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	PCBInterfaces	Object	-	-	Both	注册到window/module.exports/global	主入口IIFE模块
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	initialize	Function	options?:Object	boolean	Both	初始化Mock/Factory/Pool并注册Wrappers	依赖全局PCBMockSystem/PCBObjectFactory/PCBObjectPool/ArcWrapper等
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	createWrapper	Function	objectType:string, options?:Object	wrapper:Object	Both	可能创建Mock对象/调用工厂	内部调用PCBObjectFactory.createWrapper
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	createFromIterator	Function	iterator:Object, objectType:string, options?:Object	Array	Both	可能遍历AD迭代器	已知问题：调用了PCBObjectFactory.createFromIterator（源码中不存在；线索见“已知问题”）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	createMock	Function	objectType:string, mockData?:Object	wrapper:Object	Both	创建Mock原生对象并封装	依赖PCBMockSystem.createMockObject与PCBObjectFactory.createWrapper
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	getObjectPool	Function	poolType:string	Any	Both	读取对象池信息	已知问题：poolType注释与PCBObjectPool支持值不一致
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	getStatistics	Function	-	Object	Both	读取Factory/Pool/Mock统计	依赖对应子模块的get*Statistics
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	cleanup	Function	-	void	Both	清空对象池/Mock对象/重置统计	会改变全局状态（Pool/Mock/Factory统计）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	isReady	Function	-	boolean	Both	无	返回内部isInitialized标志
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	getSupportedTypes	Function	-	Array	Both	无	返回PCBObjectFactory.getSupportedObjectTypes()
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	BasePCBWrapper	Any	-	-	Both	无	透传引用（依赖全局BasePCBWrapper）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	PCBMockSystem	Any	-	-	Both	无	透传引用（依赖全局PCBMockSystem）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	PCBObjectFactory	Any	-	-	Both	无	透传引用（依赖全局PCBObjectFactory）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	PCBObjectPool	Any	-	-	Both	无	透传引用（依赖全局PCBObjectPool）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	GeometryCalculator	Any	-	-	Both	无	透传引用（依赖全局GeometryCalculator）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	ArcWrapper	Any	-	-	Both	无	透传引用（依赖全局ArcWrapper）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	PadWrapper	Any	-	-	Both	无	透传引用（依赖全局PadWrapper）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	TrackWrapper	Any	-	-	Both	无	透传引用（依赖全局TrackWrapper）
pcb	PCBInterfaces	docs/当前文档/模块文档/pcb/PCBInterfaces.md	AD21_JS_Project/src/modules/pcb-interfaces/index.js	Both	ViaWrapper	Any	-	-	Both	无	透传引用（依赖全局ViaWrapper）
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	PCBMockSystem	Object	-	-	Both	注册到window/module.exports/global	IIFE模块导出
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	createMockObject	Function	objectType:string, mockData?:Object	Object	Both	创建并缓存Mock对象	会为每个字段动态定义getter/setter（ES5风险，见“已知问题”）
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	getMockObject	Function	mockId:string	Object|null	Both	读取缓存	-
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	removeMockObject	Function	mockId:string	boolean	Both	修改缓存	-
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	getAllMockObjects	Function	-	Array	Both	读取缓存	-
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	clearAllMockObjects	Function	-	number	Both	清空缓存	返回清理数量
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	getMockDataTemplate	Function	objectType:string	Object|null	Both	读取模板	-
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	getAllMockDataTemplates	Function	-	Object	Both	读取模板	-
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	getMockObjectId	Function	objectType:string	number	Both	依赖AD常量	使用 eArcObject/ePadObject/...（需要外部提供）
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	getMockStatistics	Function	-	Object	Both	读取统计	-
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	initialize	Function	-	boolean	Both	初始化模板	会引用AD常量（需要外部提供）
pcb	PCBMockSystem	docs/当前文档/模块文档/pcb/PCBMockSystem.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBMockSystem.js	Both	version	String	-	string	Both	无	模块版本
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	PCBObjectFactory	Object	-	-	Both	注册到window/module.exports/global	IIFE模块导出
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	initialize	Function	-	boolean	Both	初始化类型映射	会访问AD常量（eArcObject等）
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	registerWrapperConstructor	Function	objectType:string, constructor:Function	boolean	Both	修改内部注册表	用于把 ArcWrapper 等注册进工厂
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	createWrapper	Function	nativeObject?:Object, options?:Object	wrapper:Object	Both	可能创建Mock原生对象、调用BasePCBWrapper	真实对象路径依赖 nativeObject.ObjectId 与AD常量
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	createWrappersFromIterator	Function	iterator:Object, options?:Object	Array	Both	遍历迭代器创建多个wrapper	要求 iterator.First/iterator.Next（代码有接口检查）
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	getObjectType	Function	nativeObject:Object	string	Both	类型识别	会读 nativeObject.ObjectId 并查映射
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	getSupportedObjectTypes	Function	-	Array	Both	无	返回工厂支持类型列表
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	isObjectTypeSupported	Function	objectType:string	boolean	Both	无	-
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	getFactoryStatistics	Function	-	Object	Both	无	返回创建统计
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	resetFactoryStatistics	Function	-	boolean	Both	重置统计	-
pcb	PCBObjectFactory	docs/当前文档/模块文档/pcb/PCBObjectFactory.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectFactory.js	Both	version	String	-	string	Both	无	模块版本
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	PCBObjectManager	Object	-	-	Both	注册到window/module.exports/global	IIFE模块导出
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	initialize	Function	factory:Object, logger?:Object	boolean	Both	写入内部_factory/_logger	必须先初始化才能createWrapper/createEmptyWrapper
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	createWrapper	Function	nativeObject:Object, wrapperType:string, options?:Object	wrapper:Object	Both	创建并注册wrapper到boundObjects	内部依赖各Wrapper.create（存在签名不一致风险）
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	createEmptyWrapper	Function	wrapperType:string, options?:Object	wrapper:Object	Both	向pendingPool加入空wrapper	标记为Mock并等待后续bind
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	bindToExisting	Function	wrapper:Object, nativeObject:Object	wrapper:Object	Both	从pendingPool移除并绑定原生对象	会重新init并syncFromNative
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	createFromExisting	Function	nativeObject:Object, wrapperType:string, options?:Object	wrapper:Object	Both	可能复用已存在wrapper	若已绑定则直接返回
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	getWrapper	Function	nativeObject:Object	wrapper:Object|null	Both	读取boundObjects	按 I_ObjectAddress 查找
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	getPendingWrappers	Function	-	Array	Both	读取pendingPool	-
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	getPendingPoolInfo	Function	-	Array	Both	读取pendingPool	-
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	destroyWrapper	Function	wrapper:Object	boolean	Both	从boundObjects/pendingPool移除并destroy	会修改缓存
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	clearAll	Function	-	boolean	Both	销毁并清空所有对象	强副作用：清空缓存/销毁wrapper
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	getStats	Function	-	Object	Both	读取统计	-
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	getDebugInfo	Function	-	Object	Both	读取详细列表	-
pcb	PCBObjectManager	docs/当前文档/模块文档/pcb/PCBObjectManager.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectManager.js	Both	version	String	-	string	Both	无	模块版本
pcb	PCBObjectPool	docs/当前文档/模块文档/pcb/PCBObjectPool.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectPool.js	Both	PCBObjectPool	Object	-	-	Both	注册到window/module.exports/global/IIFE导出	支持 exportModule
pcb	PCBObjectPool	docs/当前文档/模块文档/pcb/PCBObjectPool.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectPool.js	Both	attachBoard	Function	boardKey:string	string	Both	可能触发reset	切板/清池用
pcb	PCBObjectPool	docs/当前文档/模块文档/pcb/PCBObjectPool.md	AD21_JS_Project/src/modules/pcb-interfaces/core/PCBObjectPool.js	Both	register	Function	wrapper:Object	boolean	Both	写入 byHandle/byAddress/byType	要求wrapper含handle/address或可读取I_ObjectAddress
